scientific_name,license,author,image_url,wikimedia_page
Lilium martagon,CC-BY-4.0,Robert_Flogaus-Faust,https://upload.wikimedia.org/wikipedia/commons/2/23/Lilium_martagon_2_RF.jpg,https://commons.wikimedia.org/wiki/File%3ALilium%20martagon%202%20RF.jpg
Lilium regale 'Regale',,,,
Lilium regale,CC-BY-3.0,Morray,https://upload.wikimedia.org/wikipedia/commons/c/c1/Lilium_regale_%2802%29.JPG,https://commons.wikimedia.org/wiki/File%3ALilium%20regale%20%2802%29.JPG
Lilium spp. 'Asiatic Hybrids',,,,
Lilium spp.,,,,
Lilium,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/f/fa/Dried_lily_tea.jpg,https://commons.wikimedia.org/wiki/File%3ADried%20lily%20tea.jpg
Linaria vulgaris,CC-BY-4.0,Holleday,https://upload.wikimedia.org/wikipedia/commons/b/b2/Echte_Leinkraut_Linaria_vulgaris.jpg,https://commons.wikimedia.org/wiki/File%3AEchte%20Leinkraut%20Linaria%20vulgaris.jpg
Lindera obtusiloba,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/0/07/LinderaObtusilobaLeaf.jpg,https://commons.wikimedia.org/wiki/File%3ALinderaObtusilobaLeaf.jpg
Lindera spp.,,,,
Linum flavum,CC0,AWPaLepszaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/d/db/Linum_flavum.jpg,https://commons.wikimedia.org/wiki/File%3ALinum%20flavum.jpg
Linum narbonense,PD,Victor_M._Vicente_Selvas,https://upload.wikimedia.org/wikipedia/commons/4/44/Linum_narbonense_Mallola.JPG,https://commons.wikimedia.org/wiki/File%3ALinum%20narbonense%20Mallola.JPG
Linum usitatissimum,PD,Walther Otto Müller,https://upload.wikimedia.org/wikipedia/commons/2/2b/Linum_usitatissimum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-088.jpg,https://commons.wikimedia.org/wiki/File%3ALinum%20usitatissimum%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-088.jpg
Liquidambar formosana,PD,Yoiyoi_kancho,https://upload.wikimedia.org/wikipedia/commons/4/4e/Liquidambar_formosana_01.jpg,https://commons.wikimedia.org/wiki/File%3ALiquidambar%20formosana%2001.jpg
Liquidambar orientalis,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/3/3c/Liquidambar_orientalis_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-089.jpg,https://commons.wikimedia.org/wiki/File%3ALiquidambar%20orientalis%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-089.jpg
Liquidambar styraciflua,CC-BY-3.0,Jean-Pol_GRANDMONT,https://upload.wikimedia.org/wikipedia/commons/4/4c/Liquidambar_styraciflua_-_La_Hulpe_%281%29.JPG,https://commons.wikimedia.org/wiki/File%3ALiquidambar%20styraciflua%20-%20La%20Hulpe%20%281%29.JPG
Liriodendron chinense,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/49/Liriodendron_chinense_-_Quarryhill_Botanical_Garden_-_DSC03399.JPG,https://commons.wikimedia.org/wiki/File%3ALiriodendron%20chinense%20-%20Quarryhill%20Botanical%20Garden%20-%20DSC03399.JPG
Liriope muscari,CC-BY-3.0-US,Forest and Kim Starr,https://upload.wikimedia.org/wikipedia/commons/3/3c/Starr-110209-0699-Liriope_muscari-leaves-Resort_Management_Group_Nursery_Kihei-Maui_%2824778782710%29.jpg,https://commons.wikimedia.org/wiki/File%3AStarr-110209-0699-Liriope%20muscari-leaves-Resort%20Management%20Group%20Nursery%20Kihei-Maui%20%2824778782710%29.jpg
Liriope spicata,PD,NASA,https://upload.wikimedia.org/wikipedia/commons/c/c0/Best-air-filtering-houseplants-nasa-1.jpg,https://commons.wikimedia.org/wiki/File%3ABest-air-filtering-houseplants-nasa-1.jpg
Litchi chinensis,CC-BY-3.0-US,Forest and Kim Starr,https://upload.wikimedia.org/wikipedia/commons/1/1f/Starr-090617-0938-Litchi_chinensis-fruiting_habit-Haiku-Maui_%2841353189901%29.jpg,https://commons.wikimedia.org/wiki/File%3AStarr-090617-0938-Litchi%20chinensis-fruiting%20habit-Haiku-Maui%20%2841353189901%29.jpg
Lithops pseudotruncatella,CC-BY-2.0,Shang Ning,https://upload.wikimedia.org/wikipedia/commons/4/4f/Lithops_pseudotruncatella.jpg,https://commons.wikimedia.org/wiki/File%3ALithops%20pseudotruncatella.jpg
Livistona australis,PD,Schomynv,https://upload.wikimedia.org/wikipedia/commons/5/59/Livistona_RNP.JPG,https://commons.wikimedia.org/wiki/File%3ALivistona%20RNP.JPG
Livistona chinensis,CC-BY-3.0,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/1/18/Starr_010330-0587_Livistona_chinensis.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20010330-0587%20Livistona%20chinensis.jpg
Livistona decipiens,CC-BY-3.0,Mark_Marathonaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/4/49/Livistona_decipiens.jpg,https://commons.wikimedia.org/wiki/File%3ALivistona%20decipiens.jpg
Livistona nitida,CC-BY-2.0,John Tann,https://upload.wikimedia.org/wikipedia/commons/b/bd/Dawson_palms_at_Lake_Murphy_Conservation_Park.jpg,https://commons.wikimedia.org/wiki/File%3ADawson%20palms%20at%20Lake%20Murphy%20Conservation%20Park.jpg
Livistona rotundifolia,CC-BY-2.0,Malcolm Manners,https://upload.wikimedia.org/wikipedia/commons/c/c6/Saribus_rotundifolius_palm_%22burlap%22_%2835003881756%29.jpg,https://commons.wikimedia.org/wiki/File%3ASaribus%20rotundifolius%20palm%20%22burlap%22%20%2835003881756%29.jpg
Lobelia cardinalis,PD,"Barnes, Dr. Thomas G.",https://upload.wikimedia.org/wikipedia/commons/3/37/Lobelia_cardinalis_-_Cardinal_Flower.jpg,https://commons.wikimedia.org/wiki/File%3ALobelia%20cardinalis%20-%20Cardinal%20Flower.jpg
Lobelia chinensis,CC-BY-4.0,Interaccoonale,https://upload.wikimedia.org/wikipedia/commons/3/35/Lobelia_chinensis--IMG_20181009_094927.jpg,https://commons.wikimedia.org/wiki/File%3ALobelia%20chinensis--IMG%2020181009%20094927.jpg
Lobelia erinus 'Aqua Blue',,,,
Lobelia erinus,CC-BY-2.0,Fyre Mael,https://upload.wikimedia.org/wikipedia/commons/e/e4/Butchart_Gardens_-_Victoria%2C_British_Columbia%2C_Canada_%2828637151114%29.jpg,https://commons.wikimedia.org/wiki/File%3AButchart%20Gardens%20-%20Victoria%2C%20British%20Columbia%2C%20Canada%20%2828637151114%29.jpg
Lobelia siphilitica,PD,USGS Bee Inventory and Monitoring Lab,https://upload.wikimedia.org/wikipedia/commons/2/2e/Lobelia_siphilitica_3%2C_Great_Blue_Lobelia%2C_Howard_County%2C_MD_2017-09-13-16.51_%2836505434574%29.jpg,https://commons.wikimedia.org/wiki/File%3ALobelia%20siphilitica%203%2C%20Great%20Blue%20Lobelia%2C%20Howard%20County%2C%20MD%202017-09-13-16.51%20%2836505434574%29.jpg
Lobelia × speciosa,,,,
Lobivia arachnacantha,CC-BY-3.0,Paul Kaluschke,https://upload.wikimedia.org/wikipedia/commons/9/90/Echinopsis_arachnacantha_subsp._torrecillasensis2PAKAL.jpg,https://commons.wikimedia.org/wiki/File%3AEchinopsis%20arachnacantha%20subsp.%20torrecillasensis2PAKAL.jpg
Lobularia maritima,CC-BY-4.0,Robert_Flogaus-Faust,https://upload.wikimedia.org/wikipedia/commons/1/19/Lobularia_maritima_RF.jpg,https://commons.wikimedia.org/wiki/File%3ALobularia%20maritima%20RF.jpg
Lolium perenne,CC0,Industrees,https://upload.wikimedia.org/wikipedia/commons/9/91/De_typische_subassociatie_van_de_associatie_van_Engels_raaigras_en_grote_weegbree.jpg,https://commons.wikimedia.org/wiki/File%3ADe%20typische%20subassociatie%20van%20de%20associatie%20van%20Engels%20raaigras%20en%20grote%20weegbree.jpg
Lonicera caerulea,CC-BY-2.5,Opioła Jerzy (Poland),https://upload.wikimedia.org/wikipedia/commons/6/62/Lonicera_coerulea_a3.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20coerulea%20a3.jpg
Lonicera caprifolium,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/f/f0/Dettaglio_-_Caprifoliaceae_Lonicera_caprifolium_Lin._Erbario_Frizzi_Perugia_n._3641.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Caprifoliaceae%20Lonicera%20caprifolium%20Lin.%20Erbario%20Frizzi%20Perugia%20n.%203641.jpg
Lonicera fragrantissima,PD,"U. S. Department of Agriculture (USDA), Natural Resources Conservation Service (NRCS)",https://upload.wikimedia.org/wikipedia/commons/8/89/Lonicera_fragrantissima_NY-dist-map.png,https://commons.wikimedia.org/wiki/File%3ALonicera%20fragrantissima%20NY-dist-map.png
Lonicera hildebrandiana,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/e/ef/Lonicerahildebrandiana.jpg,https://commons.wikimedia.org/wiki/File%3ALonicerahildebrandiana.jpg
Lonicera hispidula,CC-BY-2.0,docentjoyce,https://upload.wikimedia.org/wikipedia/commons/f/f6/Calif_Honeysuckle_-_Lonicera_hispidula.jpg,https://commons.wikimedia.org/wiki/File%3ACalif%20Honeysuckle%20-%20Lonicera%20hispidula.jpg
Lonicera japonica,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/9/91/Lonicera_japonica%2C_2021-06-11%2C_Banksville%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20japonica%2C%202021-06-11%2C%20Banksville%2C%2001.jpg
Lonicera maackii,CC-BY-2.5,Fanghong,https://upload.wikimedia.org/wikipedia/commons/d/d3/LoniceraMaackiiFlowers3.jpg,https://commons.wikimedia.org/wiki/File%3ALoniceraMaackiiFlowers3.jpg
Lonicera nitida,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/2/2c/Lonicera_nitida_B.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20nitida%20B.jpg
Lonicera periclymenum,CC-BY-4.0,Robert_Flogaus-Faust,https://upload.wikimedia.org/wikipedia/commons/9/93/Lonicera_periclymenum_RF.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20periclymenum%20RF.jpg
Lonicera pileata,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/a/ae/Lonicera_ligustrina_var._yunnanensis_%28Lonicera_nitida%29_-_Botanischer_Garten%2C_Dresden%2C_Germany_-_DSC08938.JPG,https://commons.wikimedia.org/wiki/File%3ALonicera%20ligustrina%20var.%20yunnanensis%20%28Lonicera%20nitida%29%20-%20Botanischer%20Garten%2C%20Dresden%2C%20Germany%20-%20DSC08938.JPG
Lonicera sempervirens,PD,WayneRay,https://upload.wikimedia.org/wikipedia/commons/1/1e/Lonicera_sempervirens_WPC.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20sempervirens%20WPC.jpg
Lonicera similis,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/4/4d/Lonicera_similis_delavayi_145-8800.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20similis%20delavayi%20145-8800.jpg
Lonicera tatarica,PD,Algirdas,https://upload.wikimedia.org/wikipedia/commons/6/60/Totorinis_sausmedis.jpg,https://commons.wikimedia.org/wiki/File%3ATotorinis%20sausmedis.jpg
Lonicera × brownii 'Dropmore Scarlet',,,,
Lonicera × heckrottii,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/f/f5/Lonicera_heckrottii_B.jpg,https://commons.wikimedia.org/wiki/File%3ALonicera%20heckrottii%20B.jpg
Lonicera xylosteum,PD,Carl Axel Magnus Lindman,https://upload.wikimedia.org/wikipedia/commons/2/21/65_Lonicera_xylosteum.jpg,https://commons.wikimedia.org/wiki/File%3A65%20Lonicera%20xylosteum.jpg
Lophophora williamsii,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/6/6d/Peyote_Cactus.jpg,https://commons.wikimedia.org/wiki/File%3APeyote%20Cactus.jpg
Loropetalum chinense 'rubrum',,,,
Ludisia discolor,PD,Nitesh8de,https://upload.wikimedia.org/wikipedia/commons/4/46/Haem3.jpg,https://commons.wikimedia.org/wiki/File%3AHaem3.jpg
Luffa cylindrica,PD,Francisco Manuel Blanco (O.S.A.),https://upload.wikimedia.org/wikipedia/commons/2/24/Luffa_aegyptiaca_Blanco2.334-cropped.jpg,https://commons.wikimedia.org/wiki/File%3ALuffa%20aegyptiaca%20Blanco2.334-cropped.jpg
Lunaria annua,CC-BY-4.0,Christian_Ferrer,https://upload.wikimedia.org/wikipedia/commons/5/52/Lunaria_annua_-_Roquebrun_01.jpg,https://commons.wikimedia.org/wiki/File%3ALunaria%20annua%20-%20Roquebrun%2001.jpg
Lupinus polyphyllus,PD,George_Chernilevsky,https://upload.wikimedia.org/wikipedia/commons/a/aa/Lupinus_polyphyllus_UA_2015_G5.jpg,https://commons.wikimedia.org/wiki/File%3ALupinus%20polyphyllus%20UA%202015%20G5.jpg
Lupinus texensis,CC-BY-4.0,3PPYB6,https://upload.wikimedia.org/wikipedia/commons/6/6d/A_Texas_bluebonnet_at_late_afternoon.jpg,https://commons.wikimedia.org/wiki/File%3AA%20Texas%20bluebonnet%20at%20late%20afternoon.jpg
Lycianthes rantonnetii,CC0,Kostka_Martin,https://upload.wikimedia.org/wikipedia/commons/c/cd/Solanum_rantonnetii_Solanaceae.jpg,https://commons.wikimedia.org/wiki/File%3ASolanum%20rantonnetii%20Solanaceae.jpg
Lycium barbarum,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/5/53/20170809Lycium_barbarum3.jpg,https://commons.wikimedia.org/wiki/File%3A20170809Lycium%20barbarum3.jpg
Lycium chinense,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/4/44/Ningxia_dried_wolfberry.jpg,https://commons.wikimedia.org/wiki/File%3ANingxia%20dried%20wolfberry.jpg
Lycopersicon esculentum,PD,Karelj,https://upload.wikimedia.org/wikipedia/commons/5/53/Raj%C4%8De1.jpg,https://commons.wikimedia.org/wiki/File%3ARaj%C4%8De1.jpg
Lycoris radiata,CC0,Higa4,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sok%C5%8D-in_Matsudo02.jpg,https://commons.wikimedia.org/wiki/File%3ASok%C5%8D-in%20Matsudo02.jpg
Lycoris squamigera,CC-BY-4.0,Missvain,https://upload.wikimedia.org/wikipedia/commons/5/55/Sportsman%27s_Park_-_2021-08-22_-_Sarah_Stierch.jpg,https://commons.wikimedia.org/wiki/File%3ASportsman%27s%20Park%20-%202021-08-22%20-%20Sarah%20Stierch.jpg
Lysimachia christinae,,,,
Lysimachia ciliata,CC-BY-2.0,Superior National Forest,https://upload.wikimedia.org/wikipedia/commons/b/b4/Lysimachia_ciliata_2-eheep_%285097933976%29.jpg,https://commons.wikimedia.org/wiki/File%3ALysimachia%20ciliata%202-eheep%20%285097933976%29.jpg
Lysimachia clethroides,CC-BY-3.0,Hectonichus,https://upload.wikimedia.org/wikipedia/commons/1/17/Myrsinaceae_-_Lysimachia_clethroides-2.JPG,https://commons.wikimedia.org/wiki/File%3AMyrsinaceae%20-%20Lysimachia%20clethroides-2.JPG
Lysimachia congestiflora,,,,
Lysimachia fortunei 'Super Snow',,,,
Lysimachia fortunei,,,,
Lysimachia nummularia 'Aurea',,,,
Lysimachia punctata,CC-BY-2.0,Umberto Ferrando,https://upload.wikimedia.org/wikipedia/commons/8/80/Lysimachia_punctata_L._%2849266017427%29.jpg,https://commons.wikimedia.org/wiki/File%3ALysimachia%20punctata%20L.%20%2849266017427%29.jpg
Lysimachia spp.,,,,
Lysimachia vulgaris,CC-BY-4.0,Robert_Flogaus-Faust,https://upload.wikimedia.org/wikipedia/commons/5/52/Lysimachia_vulgaris_RF.jpg,https://commons.wikimedia.org/wiki/File%3ALysimachia%20vulgaris%20RF.jpg
Lythrum salicaria,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/b/be/Illustration_Lythrum_salicaria0.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Lythrum%20salicaria0.jpg
Lythrum virgatum,CC-BY-3.0,Sandstein,https://upload.wikimedia.org/wikipedia/commons/d/d3/Lythrum_virgatum_%27Rose_Queen%27%2C_Elfenau.jpg,https://commons.wikimedia.org/wiki/File%3ALythrum%20virgatum%20%27Rose%20Queen%27%2C%20Elfenau.jpg
Maackia amurensis,CC-BY-3.0,Jean-Pol_GRANDMONT,https://upload.wikimedia.org/wikipedia/commons/a/a6/Maackia_amurensis_JPG1A.jpg,https://commons.wikimedia.org/wiki/File%3AMaackia%20amurensis%20JPG1A.jpg
Macadamia integrifolia,CC-BY-3.0,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/9/97/Starr_070112-3410_Macadamia_integrifolia.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20070112-3410%20Macadamia%20integrifolia.jpg
Maclura pomifera,CC-BY-4.0,S_Astro7108action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/6/6d/The_Osage_Orange_Fruit.png,https://commons.wikimedia.org/wiki/File%3AThe%20Osage%20Orange%20Fruit.png
Maclura tricuspidata,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/9/9a/Cudrania_tricuspidata_-_Mildred_E._Mathias_Botanical_Garden_-_University_of_California%2C_Los_Angeles_-_DSC02819.jpg,https://commons.wikimedia.org/wiki/File%3ACudrania%20tricuspidata%20-%20Mildred%20E.%20Mathias%20Botanical%20Garden%20-%20University%20of%20California%2C%20Los%20Angeles%20-%20DSC02819.jpg
Mahonia aquifolium,CC-BY-4.0,%D0%98%D1%80%D0%B8%D0%BD%D0%B0%D0%AF,https://upload.wikimedia.org/wikipedia/commons/a/a3/%D0%9C%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%8F_%D1%86%D0%B2%D0%B5%D1%82%D1%8B_%D0%A1%D0%B0%D1%80%D0%B0%D1%82%D0%BE%D0%B2.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%9C%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%8F%20%D1%86%D0%B2%D0%B5%D1%82%D1%8B%20%D0%A1%D0%B0%D1%80%D0%B0%D1%82%D0%BE%D0%B2.jpg
Mahonia bealei,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/5/54/Mahonia_bealei_-_Brooklyn_Botanic_Garden_-_Brooklyn%2C_NY_-_DSC07923.JPG,https://commons.wikimedia.org/wiki/File%3AMahonia%20bealei%20-%20Brooklyn%20Botanic%20Garden%20-%20Brooklyn%2C%20NY%20-%20DSC07923.JPG
Mahonia fortunei,CC-BY-4.0,Interaccoonale,https://upload.wikimedia.org/wikipedia/commons/a/a3/Mahonia_fortunei-IMG_20171117_122528.jpg,https://commons.wikimedia.org/wiki/File%3AMahonia%20fortunei-IMG%2020171117%20122528.jpg
Mahonia lomariifolia,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b9/Mahonia_oiwakensis_-_Savill_Garden_-_Windsor_Great_Park%2C_England_-_DSC06366.jpg,https://commons.wikimedia.org/wiki/File%3AMahonia%20oiwakensis%20-%20Savill%20Garden%20-%20Windsor%20Great%20Park%2C%20England%20-%20DSC06366.jpg
Mahonia oiwakensis,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/b/b9/Mahonia_oiwakensis_-_Savill_Garden_-_Windsor_Great_Park%2C_England_-_DSC06366.jpg,https://commons.wikimedia.org/wiki/File%3AMahonia%20oiwakensis%20-%20Savill%20Garden%20-%20Windsor%20Great%20Park%2C%20England%20-%20DSC06366.jpg
Malope trifida,PD,"Bois, D.; Frederick Warne (Firm); Herincq, B.; Step, Edward; Watson, William",https://upload.wikimedia.org/wikipedia/commons/a/a3/Favourite_flowers_of_garden_and_greenhouse_%28Pl._47%29_%287789085146%29.jpg,https://commons.wikimedia.org/wiki/File%3AFavourite%20flowers%20of%20garden%20and%20greenhouse%20%28Pl.%2047%29%20%287789085146%29.jpg
Malus angustifolia,PD,"Lounsberry, Alice.",https://upload.wikimedia.org/wikipedia/commons/b/b0/A_guide_to_the_trees_%28Plate_LXXX%29_%288435943414%29.jpg,https://commons.wikimedia.org/wiki/File%3AA%20guide%20to%20the%20trees%20%28Plate%20LXXX%29%20%288435943414%29.jpg
Malva alcea,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/e/e9/Dettaglio_-_Malvaceae_Malva_alcea_Lin._Erbario_Frizzi_Perugia_n._433.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Malvaceae%20Malva%20alcea%20Lin.%20Erbario%20Frizzi%20Perugia%20n.%20433.jpg
Malva moschata,PD,Lydia Penrose,https://upload.wikimedia.org/wikipedia/commons/e/e1/Malva_moschata_by_Lydia_Penrose.jpg,https://commons.wikimedia.org/wiki/File%3AMalva%20moschata%20by%20Lydia%20Penrose.jpg
Malva neglecta,CC-BY-4.0,Robert_Flogaus-Faust,https://upload.wikimedia.org/wikipedia/commons/f/f2/Malva_neglecta_RF.jpg,https://commons.wikimedia.org/wiki/File%3AMalva%20neglecta%20RF.jpg
Malva sinensis,,,,
Malva sylvestris,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/0/05/Dettaglio_-_Malvaceae_Malva_sylvestris_Lin._Erbario_Frizzi_Perugia_n._299.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Malvaceae%20Malva%20sylvestris%20Lin.%20Erbario%20Frizzi%20Perugia%20n.%20299.jpg
Mammillaria albilanata,CC0,Junkyardsparkle,https://upload.wikimedia.org/wikipedia/commons/a/a0/Mammillaria_albilanata_flowering_huntington_gardens.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20albilanata%20flowering%20huntington%20gardens.jpg
Mammillaria bombycina,CC-BY-4.0,Missvain,https://upload.wikimedia.org/wikipedia/commons/d/d9/Mammillaria_bombycina_at_US_National_Botanic_Gardens_-_September_2011_-_Sarah_Stierch.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20bombycina%20at%20US%20National%20Botanic%20Gardens%20-%20September%202011%20-%20Sarah%20Stierch.jpg
Mammillaria carmenae,CC-BY-2.0,Dornenwolf,https://upload.wikimedia.org/wikipedia/commons/8/8c/Mammillaria_carmenae_%287205304454%29.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20carmenae%20%287205304454%29.jpg
Mammillaria duwei,CC-BY-3.0,Jabowman78,https://upload.wikimedia.org/wikipedia/commons/9/96/Mammillaria_duwei_flower.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20duwei%20flower.jpg
Mammillaria elongata,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/5/50/MammillariaElongata2.jpg,https://commons.wikimedia.org/wiki/File%3AMammillariaElongata2.jpg
Mammillaria geminispina,CC-BY-3.0,PeterMansfeld,https://upload.wikimedia.org/wikipedia/commons/7/73/Mammillaria_geminispina_pm.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20geminispina%20pm.jpg
Mammillaria gracilis,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/b/b6/Mammillaria_gracilis_D2015_flowers.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20gracilis%20D2015%20flowers.jpg
Mammillaria hahniana,CC-BY-3.0,PeterMansfeld,https://upload.wikimedia.org/wikipedia/commons/6/60/Mammillaria-hahniana.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria-hahniana.jpg
Mammillaria herrerae,CC-BY-4.0,José Belem Hernández Díaz,https://upload.wikimedia.org/wikipedia/commons/0/05/Mammillaria_herrerae_14506193.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20herrerae%2014506193.jpg
Mammillaria longimamma,CC-BY-3.0,Succu,https://upload.wikimedia.org/wikipedia/commons/1/16/Succu_Mammillaria_longimamma_01.jpg,https://commons.wikimedia.org/wiki/File%3ASuccu%20Mammillaria%20longimamma%2001.jpg
Mammillaria magnimamma,CC-BY-3.0,PeterMansfeld,https://upload.wikimedia.org/wikipedia/commons/b/bc/Mammillaria_magnimamma.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20magnimamma.jpg
Mammillaria marksiana,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/d/dd/Mammillariamarksiana.jpg,https://commons.wikimedia.org/wiki/File%3AMammillariamarksiana.jpg
Mammillaria microhelia,CC0,Rahulrnath001action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/1/10/Mammillaria_microthele.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20microthele.jpg
Mammillaria plumosa,CC-BY-3.0,PeterMansfeld,https://upload.wikimedia.org/wikipedia/commons/8/8b/Mammillaria_plumosa_pm.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20plumosa%20pm.jpg
Mammillaria schwarzii,,,,
Mammillaria spinosissima,CC-BY-3.0,PeterMansfeld,https://upload.wikimedia.org/wikipedia/commons/c/c0/Mammillaria_spinosissima_pm.jpg,https://commons.wikimedia.org/wiki/File%3AMammillaria%20spinosissima%20pm.jpg
Mandevilla sanderi,CC-BY-2.1-JP,Jnn,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flower-center142058.jpg,https://commons.wikimedia.org/wiki/File%3AFlower-center142058.jpg
Mandevilla spp.,,,,
Mangifera indica,PD,Walter Hood Fitch,https://upload.wikimedia.org/wikipedia/commons/c/cc/The_Botanical_Magazine._Mango.jpg,https://commons.wikimedia.org/wiki/File%3AThe%20Botanical%20Magazine.%20Mango.jpg
Mansoa alliacea,CC-BY-4.0,M108t,https://upload.wikimedia.org/wikipedia/commons/5/52/Mansoa_alliacea_in_Ishigaki%2C_Okinawa.jpg,https://commons.wikimedia.org/wiki/File%3AMansoa%20alliacea%20in%20Ishigaki%2C%20Okinawa.jpg
Maranta arundinacea,CC0,Manuspanicker,https://upload.wikimedia.org/wikipedia/commons/7/70/Maranta_arundinacea_-_ml-Koova-1.jpg,https://commons.wikimedia.org/wiki/File%3AMaranta%20arundinacea%20-%20ml-Koova-1.jpg
Maranta leuconeura,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/36/Maranta_leuconeura_-_Copenhagen_Botanical_Garden_-_DSC07996.JPG,https://commons.wikimedia.org/wiki/File%3AMaranta%20leuconeura%20-%20Copenhagen%20Botanical%20Garden%20-%20DSC07996.JPG
Marrubium vulgare,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/8/84/Marrubium_vulgare_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-224.jpg,https://commons.wikimedia.org/wiki/File%3AMarrubium%20vulgare%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-224.jpg
Mascagnia macroptera,CC-BY-4.0,Daniel Alexander Carrillo Mtz,https://upload.wikimedia.org/wikipedia/commons/7/71/Mascagnia_macroptera_flower.jpg,https://commons.wikimedia.org/wiki/File%3AMascagnia%20macroptera%20flower.jpg
Matricaria recutita,PD,Rob_Hille,https://upload.wikimedia.org/wikipedia/commons/e/e5/Matricaria_recutita_0.1_R.jpg,https://commons.wikimedia.org/wiki/File%3AMatricaria%20recutita%200.1%20R.jpg
Matteuccia orientalis,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/2/27/Pentarhizidium_orientalis_-_Botanischer_Garten%2C_Frankfurt_am_Main_-_DSC03365.jpg,https://commons.wikimedia.org/wiki/File%3APentarhizidium%20orientalis%20-%20Botanischer%20Garten%2C%20Frankfurt%20am%20Main%20-%20DSC03365.jpg
